text,label
i was tweaking a ficlet and there was a part about ridos feelings and juuri and how he viewed little kaname as an abomination that he hated because it was the product of the union between haruka and juuri etc,anger
i feel accepted by locals in an unknown community,love
ive been feeling extremely low both physically and mentally,sadness
i get angry and feel enraged because i percieve that i let them do it to me and that it must mean im weak and inadequate for not fighting back,anger
i should be for so long personally and musically ive finally gone back to living and making music in a way i feel is sincere and wholly me,joy
i feel a little shocked and blindsided that it came so quickly,surprise
i also feel a bit nostalgic and i guess i always have difficulties switching my main activity,love
i feel unhappy not because of what i cried not because of what,sadness
im feeling a little distracted waiting for the news which is making it difficult to put my heart into this book,anger
i am feeling slightly unsure of how to proceed with my life and want to share my journey past present and future with the world,fear
i was feeling pissed off again,anger
i feel so paranoid about most things lately,fear
ive lived one event reminder to the next and i have narrowed my scope to just the next thing or two in order to keep from feeling overwhelmed,fear
i am feeling needy right now,sadness
i feel a bit sympathetic towards him too the sad thing is i dont know if i would if he was my pastor img src http www,love
i think all but the worst suffering stockholm syndrome victims understand that this excuse was invented by men for the purpose of making women feel satisfied with their tafkid see how much holier child raising and cooking sounds when you call it a tafkid,joy
i didnt feel that either candidate was really worthwhile of the presidency but wanted to exercise my freedom of choice,joy
i feel like millions of people who are unhappy with their current situation,sadness
i flip flop back and forth between such feelings of isolation and ecstasy that i dont often know what is real except for the fact that when he offers me loving attention its all that i need,love
i want to talk to her about how ive felt for the past couple of days but im afraid to cause i feel like she will get mad at me,anger
i feel agitated and sad and exhausted and crappy almost all of the things you normally feel like when you re days post major surgery,fear
i feel as though my vital fluids are drying up,joy
i feel inside cause life is like a game sometimes but then you came around me the walls just disappeared nothing to surround me and keep me from my fears im unprotected,fear
i feel ashamed to realize that i am just like everyone else all i seek is recognition,sadness
i couldnt help but feel that all these people had missed the best of the day,sadness
im feeling very troubled,sadness
i feel massively vulnerable with him,fear
i was going to go to bed with a book and read for pleasure again free my mind of academic pressure enjoy not feeling stressed or gloomy or overwhelmed by study pressure or family worries,anger
i dont understand it i tried but i feel dissatisfied,anger
ive adopted the approach of just letting it rot away let the bridge rot if the other party doesnt feel like caring for it i just dont know anymore,love
i have many hours to feel amazed at this difference as i am up half the night,surprise
i feel completely drained of energy its like i need an hour of recovery for every five minutes of crying,sadness
i also feel fairly confident about how i made a realization realization made with the help of dr,joy
i guess i was just feeling a little bit shocked about all of this,surprise
i could practically feel the sensation going through lacey when she learns how compassionate and caring dragan is,love
i feel shocked by darkness i have in fact been entrusted with impossible and dark situations entrusted with situations that require gods wonderful goodness and divine intervention,surprise
i am daily trying to embody and embrace your little worldview as i feel god wants to continue to teach me much through you my lovely,love
i actually found out a bit latter mom never made us feel unfortunate she would go a extra mile just to make sure we are happy and comfortable,sadness
i forgive myself for accepting and allowing myself to feel humiliated because my ego was hurt,sadness
i feel so overwhelmed by my life,fear
i start feeling sympathetic to their feelings again im ready to be present without taking their actions and feelings personally,love
i know the feelings were there but the fact that he actually wants to give me a chance now realising that we can be much more than something casual which i knew all along so,joy
i making me feel vain,sadness
i admit that it took some time for this to sink in and for me to feel truly convinced,joy
i feel pressured for making my next step on solid ground,fear
i feel so badly for heathcliff and get angry at catherine every single time,anger
i just want to feel accepted by myself for who i am,love
i feel especially strange if i express said emotions to someone else,surprise
i want to weave the kind of work i want to put into the october exhibition and whether i was feeling pressured by the group to work more conceptually for the exhibition,fear
i know you cannot please everyone some may not feel supper special whenever they are with you,joy
i feel hesitant and so afraid,fear
i am feeling so un hot that i am calling the doctors office at and asking for some help,love
i have been feeling a lil bit lonely,sadness
i went to bed but feeling deeply disturbed by the story didnt sleep very well,sadness
i wasn t feeling agitated until i got to group,fear
i know at this point is im starting to feel doubtful of the decisions i made,fear
i am feeling strong and determined and i can t wait to see what my last race of the year has in store for me,joy
im already feeling very impatient,anger
i feel the speakers at pctc were truthful god fearing men whose hearts were to see youth come to know jesus or grow in relationship with him,joy
i feel very blessed that we are able to make such trips to see and grow closer to joes family my family,love
i did feel stressed out during exams who dont,sadness
i wont be getting back anytime soon unless you could the explosion of my guts that i feel coming on from that unfortunate mess,sadness
i love as its thick and i wake up and my skin still feels like i have just put it on lovely,love
i miss you so much and i wish we could spend more time together like last time we dont talk very often but i still love you very much and lately alot of the time i feel insecure about your feeligns towards me u still love me rite,fear
i feel very unprotected,sadness
i feel very pleased with myself that i can just read it so very easily,joy
i feel like an uber bitch for not loving this because have you seen john green on tumblr or youtube,love
i couldn t help but to feel amazed that a partial fence and gate had been built by hand,surprise
ive written an excessively long entry that is really just a ramble of photos and ive had that glass of wine so i am feeling more generous in sharing ridiculous photos,love
i feeling completely overwhelmed by my circumstances but for the first time in my life i am asking questions that i have always had but have been terrified to ask,surprise
i touch you with my feelings hold you with my thoughts and with a smile i fall in love not caring at all display the heart,love
i could remember it being i was made to feel like a liar a fake my family was painted as dysfunctional and what angered me most was the fact they tried to paint my dad in a bad light nothing was further than the truth,sadness
i feel totally appalled and scandalised to read the pathetic message from the foreign minister,anger
i say worried i mean worry enough to feel something in my stomach if she says that she has been dazed or sick or whatever,surprise
i feel a bit shocked but not the intense sad feeling im not really close with him but hey hes someone that i knew and ill never see him again,surprise
i feel kinda stressed,anger
i say hurtful things which causes the receiving end to only feel more confused than they already are,fear
i no longer care about being lied to or now that im feeling generous someone trying to fake it til he makes it having his cake while eating it too or whatever the eff he thought he was doing,love
i think what stands out for me is how grateful i feel to the many compassionate teachers and practitioners who have kept these teachings alive while continuing to help the teachings evolve and stay pertinent in our personal experiences,love
i figure by injecting my definitive touch and perspective i can feel worthily productive writing about it and at some point the original pilferage will fade obliviously into the background,joy
ive been talking about what i feel are elements that create successful beginnings and middles to stories,joy
i feel extremely irritated agitated and annoyed,anger
i am not feeling very creative today i will just start working on my new page,joy
im feeling threatened,fear
i love feeling this sweet one move around more and more although i could do without the occasional jabs in the ribs,love
i cry for myself i feel all alone,sadness
i feel nostalgic for school,love
i looked at sams eyes they were tough hiding the strong pent up feelings that tortured him inside,fear
i feel like she did a pretty amazing job,surprise
i didnt feel weird and out of place,surprise
i have always wanted to try that however i was influenced into going to college instead and since i m not really feeling passionate about that right now i think this is an avenue i want to pursue,love
i feel liked i got ripped off when i got home and found that my set was missing the holo polish fashion addict,love
i feel a little better now or at least like if things really fall apart there is a safety net in place,joy
i loathe the moment i see your reflections on glass doors or windows because you have developed in me an inferiority complex that puts me feeling so low every time i look at you,sadness
i am feeling so sad because i expected to see the sun again once the storm had passed,sadness
i want to do feel and experience for this reason i am initially hesitant to begin anything thinking it will take me away from any other chance that presents itself but i realize that this type of thinking is foolish and takes me away from any real experience,fear
ive got a decent handle on rorik and dill i feel like i can work more with the supporting characters,joy
i also feel your hot body against mine,love
i know that this is going to help the work greatly but i do feel like it is a lot of back aching and tedious work,sadness
i considered writing about my experience not sure if i wanted to talk about it yet but i feel impressed that i should,surprise
i see comments that she left on some of my pictures on facebook i cant help but feel so blessed to have known such a wonderful and beautiful girl,joy
i feel outraged by what it so obvious about the mass media and fearful of what will become of this country in the not to distant future if we do not figure out some way to wake people up to the truth of what is going on not only in this country but around the world,anger
i have been doing well i have a few tips and tricks ive been using to keep from feeling deprived,sadness
i have been feeling so thankful for discovery going to church is one of the highlights of my week,joy
i see it i feel kind of weird,surprise
i was also born with an honesty gene in terms that i can not lie without feeling foolish acting badly at it,sadness
i feel it is dangerous to ignore this ill advised and vengeful group as inconsequential,anger
i feel devastated for corys family the glee cast amp crew and most of all lea,sadness
i face another day of feeling rotten not being able to see clearly and being in pain i have two choices focus on prosperity or focus on lack,sadness
i feel like the main attractions of chicago arent the buildings or the parks but its the pizza and its the hot dogs and the chicago style every food you can think of,love
i feel like i breath too much cigarette smoke i usually don t really mind but now it just makes me cranky and annoyed,anger
i feel so abused and know you how is it to be abused f w,sadness
im not sure about this way im feeling now when before i know id been so submissive and subservient to people to parents partners people in fucking traffic nowadays if anyone fucks me around i absolutely fill up with rage,sadness
i want to do is sleep all day just like a hamster i feel like im running on empty,sadness
i was feeling that way even before the move so i was now longing to be refreshed,love
im feeling and how fearful i am of having someone scold me or be angry for all of this and how embarassed i am and ashamed of my behavior in doing everything id been taught to not do,fear
i feel so damaged and at this point i have no idea how to recover from this,sadness
i had a feeling today would be rather long and id get distracted so i did it in a bit of spare time,anger
i do feel slightly less greedy nowadays four squares of green and black s rather than,anger
i feel urgency taps on the shoulder or experience strange visits in dreams,surprise
i do i understand the feeling to want to save your beloved,love
i didnt even feel scared or shocked just a tad bit suprised,fear
i always have a list of things that make me feel inadequate,sadness
im already feeling the effects of being slightly over generous with my present buying,love
i feel like they are the trendiest of the options and might not be popular down the road,joy
i hear and look at things and feel how artistic the world is,joy
i feel so damaged and low i dont know how i can wait a week i told him i mite as well go home and top myself and he said dont u dare blackmail me or i will report you to the police,sadness
i was feeling so low about myself,sadness
i feel that i could go for another few rounds of this movie its really really splendid d,joy
i do have plans or at least options but i feel too intimidated to go,fear
i had brought one of the turkeys home from costco i got on the train with the pound turkey in my backpack which will probably never stop feeling weird haha and headed to soga,surprise
i end up feeling even more cold hearted when my reaction to the news of a loved one s passing is to purge them from my electronic records,anger
i did didnt like and so i feel the need to do something about it whereas the passionate character will be driven by internal motivators i want a certain outcome and person a will wont help me so i feel the need to do something about it,love
i am forever to be just a supporting role a bit player that only gets his moment in the spotlight whenever the writer is feeling gracious enough to write him in,love
ill admit to feeling a bit intimidated when seeing how other women were dressed thats something i tend to do to myself,fear
i voiced concerns about people feeling strange about that about their bodies rejecting the artificial heart on the basis that the heartbeat would no longer be present,surprise
i had a feeling he was skeptical too,fear
i had heard a lot of buzz about the series of books and all the hype had succeeded in leaving me feeling frankly curious,surprise
im feeling a bit nostalgic because of it,love
i cant say i mind it terribly ive never been opposed to snuggling on the couch but it certainly doesnt make me feel very productive,joy
i pointed out just now and out of first spin of the record on my player i ended up feeling quite shocked and somehow intrigued because of what i listened to on pawn hearts,surprise
i feel like having something sweet uhm chocolate,love
i was feeling agitated so i went out and finally pierced my nipple im so happy with it,fear
i don t mean to complain whilst i have other wonderful facets in my life my career life seems to be in sputter mood and i feel a little more agitated about it today,fear
i don t feel any remnants of anxiety but a kind of fond nostalgia,love
i am sure he feels regretful and i am glad mr,sadness
im feeling very regretful that i didnt go,sadness
i was an empath and could feel his emotions frightened him more,fear
im not about to let anyone make me feel guilty about how i alter my looks,sadness
i feel helpless right now,fear
i want to forget but it feels so precious for some reason,joy
i really do notice a difference in my students fluency comprehension and i feel less frantic,fear
i am so tired and feeling uprooted and appalled by the move next year i can barely explain it for me,anger
i feel like john has insecurities when comparing himself to me and that it is causing him to not want girls that he has liked to hang out with me alone because they might like me instead of him,love
i feel like im being put through the sugercane machine squeezed and tortured,anger
i just sat there with amy and hogarth feeling all dazed and confused by everything,surprise
i feel that if a festival has accepted your film it s because they like what they saw,love
i feel skeptical about this,fear
i really want to attempt some ultras in the future and talking about it already makes me feel excited,joy
i got a feeling that whenever we were there he would give me a cold shoulder,anger
im feeling exceptionally bitchy at being left out but on the flipside i excluded myself because i couldnt leave two new people alone on such a time of year,anger
i feel that hes gazing me and giving a cute smile encouraging me to study more,joy
i guess that i am feeling a bit gloomy today,sadness
i wont discuss any further made me feel really restless,fear
i started to feel valued and cherished,joy
i feel funny how my heart hopes that i ll pass but to be honest just letting my rational mind work i know a hundred percent that i won t pass,surprise
i feel most appreciative for my life here,joy
i am happy to have helped restore this great treasure myralion said navimie feeling pleased,joy
i suppose that s how i feel it kind of seems like this dazed surreal out of body experience and i literally pretend to be somebody else,surprise
i am left feeling drained from the anaphylaxis,sadness
i feel watching funny works for a while but from to im so scared,surprise
ive missed this feeling of overwhelming sadness that only comes past midnight when youre physically and mentally exhausted,sadness
i have to say im feeling overwhelmed,surprise
i really feel like supporting canada i ll just get labatt ice and leave my tylenol out on the counter for tomorrow morning,love
i feel really triumphant when i find unifying theories in life explanations that are simultaneously simple and all inclusive,joy
i feel a gentle summer wind,love
i like having my device in its original form without anything hindering its looks and feel i was very hesitant to buy this case not just this case but a lot of them but it was cheap so i decided to go for it,fear
i remember feeling quite disturbed about that part in the movie,sadness
im still feeling a little unsure about throwing my hat in the ring for this scholarship,fear
i served up soup and crackers feeling somehow my life had become that seinfeld episode where jerry says while lost in a mall parking lot why do i always have that feeling everyone s doing something better than me on a saturday afternoon,sadness
i was in front of the pace group but once again my legs started feeling shaky,fear
i feel almost paranoid the way these thoughts keep recurring,fear
i kept the weeds out and now in december if i feel benevolent i give the plants a few tosses of manure,joy
i sit here and write i feel such a strange mix of feelings,fear
i wan knew he was breaking the jedi code but his emotions and feelings for padme tortured him and he always gave into those desires though he knew he shouldn t have,anger
i left the theatre feeling irrationally enraged about almost every aspect of the thing,anger
i feel that at times she is unnecessarily shamed by richard s cleverness,sadness
i am feeling submissive or not i obey mistress without question so there is no change in that regard,sadness
i can do that run off into hiding when i feel threatened,fear
im just not feeling curious enough right now,surprise
i feel like ive become a timid shadow of the person ive always wanted to be but get this,fear
i am very worried that every time we are about to have sex she feels scared and it breaks my mood,fear
i guess i m lucky he wasn t feeling curious that morning,surprise
i used to think i knew everything about the web but increasingly im feeling like a stranger in a strange land,surprise
i think that just continues to build up as you get older people that havent felt this way could never understand the relief you feel when the blood leaks out or when the sweet darkness comes to sweep you away,love
i feel assaulted by people lately,fear
i feel depressed no more than this it s despair,sadness
i not only found this to be true in my case but i feel that this is an amazing benefit from the blend as i find it so difficult to beat cravings but after having a smoothie made with slender blend i remained full and satisfied for just over hours,surprise
i feel like im her stubborn client though i always wait too long in between cuts,anger
i got my business statistics mark and i feel so surprised because i get marks,surprise
i feel like one of those repressed yet yearning english edwardian characters from an e m forster novel,sadness
i cant tell you how long ive waited to feel uncomfortable,fear
im not working on myself spiritually i feel hostile,anger
i started feeling curious about this one because compared to the others the complaints are less and the company offers a money back guarantee if i fail,surprise
i sure would appreciate a means of celebrating my temporary change of fortune instead of lying here feeling agitated and morose,fear
i stand beneath the shadow of a mountain or stand on the top of its peak i feel the insignificance of my life and i am amazed that the god who created such a world would love me so completely,surprise
i spent like two hours but it was okay because she understood and so did i and i feel useful,joy
i would say so many of us have been faithful yet i feel this is not about being faithful to anyone but ourselves am i right,love
i was driving like an asshole because i was in a rush and feeling impatient and irritable and someone was going mph in front of me,anger
i wanted to not feel this way and just celebrate this precious life,joy
im feeling so overwhelmed,surprise
i feel that its acceptable for a qrp ssb signal that might be at a w output on the peaks,joy
i can never stop feeling amazed by ordways glorious talent for realistic portrayals of people and all of the emotion and detail that he puts into these characters as he draws them,surprise
ive been feeling a bit fake and fearful,sadness
i laugh way too hard when i am feeling nervous,fear
i just look at it and watch her eat it i feel deprived,sadness
i feel would be perfect for the prime occasion and the not to be missed details too for your eyes pleasure and future wedding research maybe for those preparing congrats love,joy
i started the blog but i feel like talking about them again and since i don t really have a topic for today i think that s perfectly acceptable,joy
i wouldnt say i was feeling rebellious at the time and wanted to have a tattoo not that you have to be feeling rebellious because you dont,anger
i come from the younger generation and i feel angered reading this article and all the following,anger
i feel so outraged and violated and sad and now pathetically poor but mainly just violated feeling that i had when i walked out of lime tree,anger
i did feel a longing going down the liquor aisle,love
i feel exhausted unhealthy unbalanced and bloated,sadness
i feel i m terrified but the fear doesn t come from loneliness,fear
i swear some future version of me will reread this entry when i m here in berkeley and feel envious about it,anger
i feel quite amazed that i got any result at all first time round,surprise
i feel like i need to show the lovely women in my life i love them more often,love
i am i mean come on who doesn t like to waste some valuable time then you know the feeling of either elation or discontent when a finale or season doesn t go as you would expect it,sadness
i have a feeling that the chilenas of today do paint their nails and probably have those horrible false ones that you see everywhere else,sadness
i used to feel that the content available was either from a news source or individuals more or less rambling about their thoughts just chatter,joy
im feeling like ive missed you all this time br style background color white color ddd font family arial helvetica clean sans serif font size px line height,sadness
i am walking around feeling quite tortured because i spent so many hours on it and it is still not finished but i have learned a few things,anger
i feel like i have to choose my words and describe everything in such a perfect way so as not to be misinterpreted,joy
i feel like i am the only one that is dissatisfied,anger
i feel so scared so many thing on mine mind,fear
im starting to have some clarity and it feels so fabulous,joy
i did not have any comprehension of the fact that my internal experiences is my own creation i believed that what i experienced within was me all the thoughts emotions feelings experiences was me as who i am so i simply accepted and embraced my internal experiences and acted accordingly,love
im back at work but still feeling festive hours ago,joy
i wasnt feeling shy anymore,fear
i feel it is a delicate topic,love
i started feeling more impressed by lady gaga after i saw this she has an incredible voice,surprise
i don t want to be feeling even more overwhelmed than this year if i can help it,fear
i actually feel really good about it because it means that something about music lights a flame inside of me,joy
i sat and thought about why it was that i hadnt realised the days meaning and if i should have called people to make sure they were not feeling that i had ignored the day or its meaning to them,sadness
i survived this week without ever feeling regretful,sadness
i thought in order to lift the feeling around here i would post a few things i am rather fond of lately,love
i feel quite as doubtful as you could be my dearest fanny as to when my letter may be finished,fear
i feel much more assured,joy
i guess you could call me a revert and wanting to grow in faith i feel like adoring christ in the eucharist is not only expected of me but will strengthen my walk with him in his church,love
i have the same feelings toward the word passionate,love
i feel resentful at my situation and the fact i just want some subspace some excitement,anger
i am not quite sure how that makes me feel i liked feeling like his feet were big because it made him seem real and substantial,love
i can t help but surrender to the feeling of the delicate fingers and lips the occasional lick of the tongue and nip of the teeth,love
i feel like my blog has been purely devoted to americas next top model so far which while certainly part of my original purpose for the blog is not the sole point of this blog,love
i didnt feel like we had any wiggle room for uncertain causes or expected needs,fear
i feel lonely without you a href http lonely without u,sadness
i am feeling increasingly overwhelmed when i ran across a title little things about god href http littlethingsaboutgod,surprise
i feel like i need to be so considerate of others feelings,love
i also have four skeins of mardi grey to go into the next shrug i feel like knitting since i m really and unnaturally fond of that particular color pattern,love
i am starting to feel pain in my uterus and my breasts are slightly tender,love
i also fully appreciate what its like when your much loved horse is hobbling in agony in front of you youre feeling utterly helpless and are worried sick and then the vet says box rest so of course you do,fear
i never feel bad spending money on other people just when i spend it on myself,sadness
i feel like hed be one of those people who would be friends with me but the second he gets an insecure girlfriend who is uncomfortable with the idea of him being friends with me he would ditch me to the curb in an instant,fear
ive got a satisfying result in my first year but the feeling of overwhelmed by confidence has never happened on me,surprise
i feel frightened for all women around the world who face street harassment from men in public places,fear
i am remembered negatively i feel like i am being tortured,fear
i feel paranormals can be a bit much but even though there were very strange things going on i never felt that urge to roll my eyes during paranormalcy,surprise
i believe making love is supposed to feel like a gentle tingly sort of tickle that causes a special kind of wriggling,love
i just feel so stressed out,anger
i feel like bill cosby which would be funny were it not serious,surprise
i was late in realizing my feelings i ll be with you i ll only give you fond memories please don t ever leave me again even the shortest moments without you make me uneasy please stay by me i already love you so much you re the only one param name movie value http www,love
i was so you two can fuck off or something i was feeling really pissed off for them fucking up the things once more and i quickly glanced at ellie,anger
i do feel very much a stranger in a strange land,surprise
i just enjoy being able to get on with everyday things i feel more sociable less lethargic,joy
im sure no one wants to feel theyre going to be blog fodder whenever they say or do something funny clever ghastly in my presence,surprise
i feel really wretchedly ungrateful for saying this but it seems as if her only interest is helping ben not me,sadness
i just want to finally be free of the cycle of swallowing my resentful feelings to a point that theyre repressed and i lash out at my dear husband when ive had a couple,sadness
i feel envious of her i would like to receive such letter myself,anger
im unfortunately not used to actually making things happen though so im feeling a bit fearful and uncomfortable although ecstatic,fear
i wanna feel i wanna hold i wanna touch your body i wanna give you all my tender loving tonight i wanna feel i wanna hold i wanna touch your body and show you sweet love and hold you really tight,love
ive returned to i feel unimportant and under appreciated,sadness
im still feeling a little terrified when i think about how a day you look forward to so much can end up so unexpectedly rotten,fear
i am working but at least i will be able to meet other people maybe a few brits who also suffer with homesickness too and i ll also feel like i m doing something to contribute to the running of the house other than caring for j and housework,love
i was feeling really homesick and a bit depressed not awesome,sadness
i couldnt help but feel suspicious,fear
i feel somewhat insulted on an intelligence level,anger
i think i simply love people too much so much that it makes me feel too fucking sad,sadness
i woke up feeling shaky but quite a bit better,fear
im not ashamed or embarrassed or feeling inhibited by self consciousness and whatnot,fear
i know some of you may feel that im being paranoid about it making a pair of pants and ironing it such a big matter,fear
i feel passionate about sharing and want to hear as well as spout my lulu isms,joy
id be feeling completely rebellious so much of the time,anger
im on the upward trending path to feeling and thus being fabulous,joy
i dont know the other s so i cannot feel so furious at them,anger
i grunt in reply not feeling as startled by his voice as i might have been several days ago,fear
i also remember feeling kind of shocked when it became clear that debby and rick were becoming a couple,surprise
i feel a weird temptation to prove to the world that im less spiritual than they think,fear
i know i don t have it as bad as some people but sometimes i do feel damaged,sadness
i feel very blessed and thankful for this chance at motherhood,love
i feel equally outraged by the mighty and rich corporations intent to manipulate and harm our community with its proposed project to import and distribute propane,anger
i feel with passionate passion exhilarating exhilaration zealous zeal,love
i think there is a teensy problem with the idea of only agreeing to things which feel like a passionate yes,love
i am feeling so overwhelmed anxious lonely and sad,surprise
i xiu on the other hand is the type that is more expressive about his feelings and his personality is someone more gentle on the surface,love
i feel i should announce that i m horny and walk out of my class,love
i don t like asking too much since it makes me feel needy and useless,sadness
i feel shame in being needy,sadness
i am feeding an almost month old who is interested in everything mommy and daddy are eating and i feel overwhelmed by all of it because while i have a lot of information i dont have all the answers and i dont even follow my own advice sometimes,fear
ive been so swamped with work and everything happening around me that i feel exhausted beyond words,sadness
i feel so blessed right now xo,love
i remember seeing the ocean as a kid and feeling completely amazed,surprise
i feel so disheartened that i feel nauseous and sick,sadness
i had recalled having located another bathroom at the back of the building and feeling rather clever with myself i sauntered that way,joy
im feeling a curious mixture of pride and disappointment,surprise
i don t know if i feel like my opinion is not valued but i had nothing,joy
i spent the next few days feeling a little bit dazed and irritable,surprise
i know its the holidays but i feel like i am being ignored,sadness
i think i might feel more tortured than she would by the whole ordeal,fear
i feel in the second half they were never really dangerous and yet we conceded two goals in the half where we were never really troubled,anger
i have this validation from one important person why is it necessary that i feel accepted or approved of by my other co workers,love
i feel very unsure of if this is right to post this but i want to help if i can,fear
im serious i got the bad feelings of vomit in my stomach when the girlfriend had to watch the boyfriend making out with some stripping slutty chick and started crying,love
i thought it was a little disappointing cause target sales a lot of great things and knowing that didnt have a ton of great sales makes me feel a little weird and bad,surprise
im feeling quite surprised that i have not missed meat,surprise
i made it so you wouldnt feel hopeless,sadness
i should make a pledge so that whenever i feel like giving up or disheartened i would come back to this issue and remind myself of the promise i made,sadness
i finally have access to the website on our development site and am in absolute rapture and delight over how it looks feels and even functions and amazed that my baby has finally arrived,surprise
i was afraid to feel it terrified id discover what a horrible person i am,fear
i don t understand why she s feeling so needy,sadness
i wong would the clone never have lost sight of the feelings he had impressed upon it,surprise
i feel my beloved golden star being gsb nudging me to get my pad and pen and i begin hear words from him for the first time confirming my wish to be able to hear my own higher self voice more clearly,love
i just struggle with finding a way to fit in and feel accepted,love
i almost never feel so uncomfortable in situations that i want to leave,fear
id guess maybe im wrong that you probably feel scared like lynne did,fear
i came out of the theater having spoken to not a single soul the whole time feeling all suspicious and secretive and pretty much out of touch with reality,fear
our boarder burping after meals,anger
one evening when a boy who was drunk made a pass at me by trying to kiss me,anger
i feel melancholy as i feel that i am witnessing the both ends of the spectrum of love,sadness
i make myself feel more part of it all and admired by people,love
all my friends arranged to go for an afternoon snack and they did not tell me they told me that they did not have my phone number but i do not think that this was true,sadness
i sometimes feel that unkind thoughts will never heal,anger
i just like having fun with make up it makes me feel glamorous everyday,joy
i feel you happen starts out slowly but soon blossoms into a gently frantic track full of quiet feedback infectious beats and incessant bass lines all of which are draped by the distinctive hushed vocals of mike lee,fear
i can t go and the more i think about it the sadder i feel i m sure some of you have friends or relatives who live in other countries and you probably know how hard it is when you have to miss them for so so long,joy
i had to handle assignments especially in new content left me feeling constantly uncertain and stressed,fear
i could go on and on about why i feel so passionate about it,joy
im just at a crossroads where i feel so uncertain about everything,fear
i have a feeling my son will be more impressed with the cider donuts,surprise
i am feeling quite satisfied with progress and as long as i do not catch the shop cold virus all will be well location a href http maps,joy
i was going through a painful breakup and went looking for anything that would make me feel less anguished,sadness
i feel so lame admitting this but i created a runescape account recently p,sadness
i think what i m saying is that i want to feel accepted understood not alone and loved,love
i just feel soo complacent today,joy
im geting to the stage at work where i am starting to feel more than q little jaded and pisaed off at it all,sadness
i just cut off all my hair and i am feeling a little unsure about it,fear
im feeling better and anxious to try more new recipes from all these new cookbooks ive received,joy
i hate the feeling that a bunch of impatient people in their cars are cursing me as i scamper across the intersection,anger
i were saying that we were feeling overwhelmed with our life right now,surprise
i hate feeling like i need to go to therapy and then leaving my appointment feeling dissatisfied that r didnt work some psychiatric magic and make me all better,anger
i actually feel kind of sympathetic,love
i think its fair to feel a little selfish once in awhile too,anger
id hoped for lovely weather with a still autumnal feeling in the air friendly crowds fun with my son and niece and a wonderful musical experience,joy
im terrible at but now feeling rather smug and pleased with myself for doing so,joy
i feel tender and sweet through giving her love and caress,love
i also tend to gravitate away from male narrated novels because as a female i feel like i cant relate but that didnt deter me away from these gentle wounds,love
i feel in a kind of shocked,surprise
i didnt check gear because i feel it to be rude invasive and completely unnecessary since everything is going smoothly,anger
i feel humiliated and discriminated against said basinger a rap artist who performs locally,sadness
i come here though it feels strange like going in a room youve not visited in years,fear
i have a natural aversion to blogging i promise you that i wont blog unless i feel like i have something really valuable to say even if i dont,joy
i buy a glamorous dress i might feel like a glamorous person,joy
i think it must be some sort of man cold as im feeling awfully whiney and unhappy,sadness
i picked a few with grey undertones and others with purple undertones thinking that they would have a softer feel but im also really loving the crispness of the pure navy,love
i expected them to be bulky and to lose a lot of feel on the controls but these gloves surprised me again,surprise
i feel who have ever wronged me are physically out of my life now it s time for them to be emotionally out of my life,anger
i should not fight and very honestly i feel awful,sadness
i did a lot of that talking anyway which was another thing i was always feeling badly about and start loving others,love
i feel like this could be a long term romantic interest for you,love
i can feel youre annoyed youre unhappy when you sees me cry,anger
when i study my butt off for a midterm and still get an average grade,anger
i website ways at rice rycroft such to been music has fires facebook facebook out isnt post hannigan toronto videos full clip feel others and rating facebook facebook pretty don t hannigan every facebook friendly utility redacted by live avg has hannigan on for rice user,joy
i remember feeling shocked but also very calm at the same time,surprise
i died today i would want to die in his arms and i can tell you i wouldnt feel any pain even if i was getting tortured,fear
im sure most of you can already anticipate that im feeling freaking nervous,fear
im nervous or while watching something or feeling annoyed with some courses i need to bite them,anger
i could see such a thing would i feel any less unkind towards the film as i do having watched this version,anger
i even go to the library and check out some things feeling virtuous,joy
i also think this feeling had been aggravated by the hotel manager on our first night here telling us not to venture right as in not to turn right out of the hotel at night towards the hills and open country as there are tigers and elephants about and there have been incidents,anger
i feel so privileged to know encouraging and supportive writers ahead of me on the journey who are willing to share with me their experiences with the writing and sometimes very frustrating publishing processes,joy
i feel dazed because everything seems so blank,surprise
i guess im not ready for that still young and feeling rebellious,anger
i and feeling very wronged,anger
i was all sorts of excited thinking oh my goodness hes going to let us in and were going to teach him about the gospel and hes gonna feel the spirit and hes gonna get baptized and have all of these amazing blessings and hell know heavenly father loves him,surprise
i should just start calling and reporting that im feeling threatened by these dogs and their owners know its happening and do nothing,fear
ill be by the end of the month but today i am feeling optimistic and positive about where my direction is,joy
ive known that feeling and hated it,anger
i feel slightly dazed at what happened as we walk to the soup shop and i want to ask a hundred questions while we are eating but ryeowook shakes his head and keeps putting me off,surprise
i feel like my stomach is empty so now i get to think about whether i should just get up and eat or whether i shouldnt because i should be sleeping,sadness
i think that is why it hurts soooooo much for me to want to feel have the assurance of comfort that i am loved,love
i remember at the start of antihero was julien feeling a little pressured by it all where suddenly he had to determine the look of an entire skate company and he told me do something with a plane crash because this whole thing feels like a plane crash,fear
i was feeling adventurous and thought what the heck its only one loaf,joy
i feel pretty when will i feel loved questions i often sought the answer to running towards a broken direction,love
i walk away from the text feeling angry and not just angry but furious,anger
i could know someone feel an obligating duty towards that person yet end up caring so little,love
i want to push myself to think more in terms of discipline and what is a pro goal and pro me choice and not immediately default to feeling deprived,sadness
